Offender_ID,Victim_ID,FIR_ID,Relationship_Type
OFF00148,VIC00823,FIR00552,Repeat Offender
OFF01862,VIC01675,FIR00553,Repeat Offender
OFF01668,VIC00563,FIR00554,Direct Involvement
OFF01871,VIC02659,FIR00555,Direct Involvement
OFF01582,VIC00282,FIR00556,Direct Involvement
OFF01119,VIC02721,FIR00557,Direct Involvement
OFF01043,VIC01589,FIR00558,Direct Involvement
OFF01647,VIC01239,FIR00559,Repeat Offender
OFF01102,VIC01229,FIR00560,Repeat Offender
OFF00249,VIC01399,FIR00561,Repeat Offender
OFF01371,VIC00443,FIR00562,Direct Involvement
OFF01023,VIC00010,FIR00563,Direct Involvement
OFF00487,VIC02020,FIR00564,Direct Involvement
OFF01050,VIC02669,FIR00565,Known Associate
OFF00876,VIC02799,FIR00566,Direct Involvement
OFF01662,VIC01641,FIR00567,Known Associate
OFF01495,VIC02697,FIR00568,Direct Involvement
OFF00415,VIC00604,FIR00569,Known Associate
OFF00217,VIC00093,FIR00570,Direct Involvement
OFF00165,VIC00838,FIR00571,Repeat Offender
OFF00220,VIC01255,FIR00572,Repeat Offender
OFF01087,VIC01201,FIR00573,Direct Involvement
OFF01192,VIC00865,FIR00574,Repeat Offender
OFF01576,VIC02477,FIR00575,Known Associate
OFF00851,VIC00362,FIR00576,Repeat Offender
OFF01572,VIC00667,FIR00577,Repeat Offender
OFF00586,VIC02830,FIR00578,Known Associate
OFF00123,VIC00271,FIR00579,Known Associate
OFF01165,VIC02623,FIR00580,Direct Involvement
OFF00215,VIC00775,FIR00581,Repeat Offender
OFF00746,VIC01073,FIR00582,Repeat Offender
OFF00178,VIC00465,FIR00583,Direct Involvement
OFF00128,VIC02418,FIR00584,Direct Involvement
OFF00314,VIC01990,FIR00585,Repeat Offender
OFF00186,VIC00853,FIR00586,Repeat Offender
OFF00586,VIC02887,FIR00587,Direct Involvement
OFF01433,VIC02295,FIR00588,Repeat Offender
OFF01127,VIC01776,FIR00589,Repeat Offender
OFF01184,VIC00436,FIR00590,Direct Involvement
OFF00182,VIC01945,FIR00591,Direct Involvement
OFF00024,VIC00515,FIR00592,Known Associate
OFF01270,VIC02838,FIR00593,Known Associate
OFF00942,VIC02285,FIR00594,Repeat Offender
OFF01879,VIC01725,FIR00595,Direct Involvement
OFF01684,VIC01338,FIR00596,Repeat Offender
OFF00772,VIC00780,FIR00597,Direct Involvement
OFF01010,VIC00106,FIR00598,Known Associate
OFF00017,VIC01217,FIR00599,Known Associate
OFF00054,VIC02583,FIR00600,Known Associate
OFF01980,VIC00846,FIR00601,Known Associate
OFF01297,VIC02532,FIR00602,Repeat Offender
OFF01952,VIC02240,FIR00603,Known Associate
OFF00278,VIC00011,FIR00604,Repeat Offender
OFF00487,VIC02605,FIR00605,Repeat Offender
OFF01127,VIC01286,FIR00606,Repeat Offender
OFF00292,VIC00470,FIR00607,Direct Involvement
OFF01724,VIC00435,FIR00608,Direct Involvement
OFF01993,VIC00123,FIR00609,Known Associate
OFF01607,VIC02436,FIR00610,Repeat Offender
OFF01240,VIC01871,FIR00611,Known Associate
OFF00812,VIC02958,FIR00612,Known Associate
OFF00814,VIC02089,FIR00613,Known Associate
OFF00073,VIC01813,FIR00614,Repeat Offender
OFF01623,VIC00995,FIR00615,Known Associate
OFF01103,VIC00234,FIR00616,Repeat Offender
OFF00441,VIC01133,FIR00617,Known Associate
OFF01118,VIC01309,FIR00618,Known Associate
OFF00787,VIC01206,FIR00619,Known Associate
OFF01972,VIC01971,FIR00620,Known Associate
OFF01946,VIC01305,FIR00621,Known Associate
OFF01161,VIC00650,FIR00622,Direct Involvement
OFF01295,VIC01947,FIR00623,Direct Involvement
OFF00043,VIC02199,FIR00624,Known Associate
OFF00145,VIC00584,FIR00625,Direct Involvement
OFF00755,VIC02198,FIR00626,Repeat Offender
OFF01378,VIC02213,FIR00627,Direct Involvement
OFF00161,VIC02513,FIR00628,Known Associate
OFF00890,VIC02165,FIR00629,Known Associate
OFF00029,VIC02067,FIR00630,Repeat Offender
OFF01310,VIC01181,FIR00631,Direct Involvement
OFF01480,VIC02543,FIR00632,Direct Involvement
OFF00012,VIC02074,FIR00633,Repeat Offender
OFF01033,VIC01835,FIR00634,Direct Involvement
OFF01896,VIC02077,FIR00635,Repeat Offender
OFF00336,VIC02882,FIR00636,Known Associate
OFF01123,VIC00811,FIR00637,Known Associate
OFF00945,VIC00479,FIR00638,Repeat Offender
OFF01395,VIC00101,FIR00639,Repeat Offender
OFF01806,VIC02355,FIR00640,Repeat Offender
OFF00513,VIC02889,FIR00641,Repeat Offender
OFF00474,VIC01537,FIR00642,Repeat Offender
OFF01425,VIC02632,FIR00643,Direct Involvement
OFF00330,VIC02136,FIR00644,Known Associate
OFF01829,VIC01866,FIR00645,Repeat Offender
OFF01247,VIC00119,FIR00646,Known Associate
OFF00694,VIC01445,FIR00647,Repeat Offender
OFF01218,VIC00457,FIR00648,Known Associate
OFF00049,VIC00085,FIR00649,Repeat Offender
OFF01660,VIC01487,FIR00650,Known Associate
OFF00231,VIC00541,FIR00651,Repeat Offender
OFF01333,VIC01491,FIR00652,Direct Involvement
OFF00920,VIC02049,FIR00653,Known Associate
OFF00859,VIC02103,FIR00654,Repeat Offender
OFF01582,VIC02256,FIR00655,Repeat Offender
OFF00928,VIC02124,FIR00656,Repeat Offender
OFF01510,VIC02012,FIR00657,Direct Involvement
OFF00595,VIC02269,FIR00658,Direct Involvement
OFF00306,VIC01577,FIR00659,Repeat Offender
OFF01064,VIC00846,FIR00660,Known Associate
OFF00118,VIC01672,FIR00661,Repeat Offender
OFF00008,VIC00904,FIR00662,Direct Involvement
OFF00719,VIC00625,FIR00663,Repeat Offender
OFF00606,VIC01223,FIR00664,Known Associate
OFF00771,VIC01514,FIR00665,Direct Involvement
OFF00383,VIC02029,FIR00666,Repeat Offender
OFF01930,VIC01999,FIR00667,Repeat Offender
OFF00231,VIC01934,FIR00668,Repeat Offender
OFF01313,VIC01106,FIR00669,Direct Involvement
OFF00821,VIC01241,FIR00670,Direct Involvement
OFF01226,VIC00613,FIR00671,Repeat Offender
OFF00427,VIC02974,FIR00672,Direct Involvement
OFF00753,VIC00733,FIR00673,Direct Involvement
OFF01288,VIC00076,FIR00674,Known Associate
OFF01849,VIC00258,FIR00675,Direct Involvement
OFF01279,VIC02730,FIR00676,Repeat Offender
OFF00775,VIC00810,FIR00677,Repeat Offender
OFF01759,VIC01335,FIR00678,Direct Involvement
OFF00933,VIC00294,FIR00679,Repeat Offender
OFF00384,VIC01270,FIR00680,Known Associate
OFF00720,VIC02976,FIR00681,Known Associate
OFF00656,VIC00229,FIR00682,Repeat Offender
OFF01390,VIC02067,FIR00683,Repeat Offender
OFF00301,VIC02225,FIR00684,Known Associate
OFF01107,VIC00172,FIR00685,Known Associate
OFF01917,VIC02377,FIR00686,Known Associate
OFF01106,VIC00672,FIR00687,Known Associate
OFF00059,VIC00500,FIR00688,Known Associate
OFF01514,VIC01456,FIR00689,Known Associate
OFF01547,VIC02477,FIR00690,Direct Involvement
OFF01436,VIC00495,FIR00691,Known Associate
OFF01032,VIC01167,FIR00692,Known Associate
OFF00487,VIC02771,FIR00693,Repeat Offender
OFF00671,VIC02543,FIR00694,Known Associate
OFF01708,VIC00589,FIR00695,Direct Involvement
OFF00846,VIC00194,FIR00696,Known Associate
OFF01816,VIC00298,FIR00697,Known Associate
OFF00953,VIC00146,FIR00698,Known Associate
OFF00132,VIC02527,FIR00699,Known Associate
OFF00374,VIC02029,FIR00700,Direct Involvement
OFF00742,VIC01622,FIR00701,Direct Involvement
OFF01005,VIC00379,FIR00702,Direct Involvement
OFF00039,VIC02395,FIR00703,Known Associate
OFF00413,VIC01184,FIR00704,Repeat Offender
OFF01311,VIC02233,FIR00705,Direct Involvement
OFF01161,VIC02213,FIR00706,Direct Involvement
OFF01791,VIC02073,FIR00707,Known Associate
OFF01250,VIC01556,FIR00708,Repeat Offender
OFF00551,VIC00284,FIR00709,Known Associate
OFF01454,VIC01948,FIR00710,Known Associate
OFF00666,VIC02515,FIR00711,Known Associate
OFF00028,VIC00234,FIR00712,Direct Involvement
OFF01111,VIC00033,FIR00713,Known Associate
OFF01394,VIC00174,FIR00714,Direct Involvement
OFF00271,VIC02927,FIR00715,Repeat Offender
OFF01394,VIC00445,FIR00716,Repeat Offender
OFF00584,VIC01398,FIR00717,Known Associate
OFF01227,VIC01526,FIR00718,Repeat Offender
OFF01153,VIC01853,FIR00719,Repeat Offender
OFF01015,VIC00706,FIR00720,Direct Involvement
OFF00281,VIC02329,FIR00721,Repeat Offender
OFF00353,VIC00753,FIR00722,Known Associate
OFF00012,VIC02162,FIR00723,Repeat Offender
OFF01229,VIC02707,FIR00724,Known Associate
OFF01877,VIC00199,FIR00725,Direct Involvement
OFF01420,VIC01720,FIR00726,Repeat Offender
OFF01577,VIC01707,FIR00727,Direct Involvement
OFF00567,VIC02986,FIR00728,Repeat Offender
OFF00860,VIC00156,FIR00729,Known Associate
OFF00848,VIC01129,FIR00730,Repeat Offender
OFF01977,VIC00688,FIR00731,Known Associate
OFF01025,VIC02697,FIR00732,Direct Involvement
OFF00372,VIC01209,FIR00733,Repeat Offender
OFF01135,VIC00732,FIR00734,Repeat Offender
OFF00827,VIC00488,FIR00735,Repeat Offender
OFF00118,VIC01002,FIR00736,Direct Involvement
OFF01740,VIC01398,FIR00737,Direct Involvement
OFF00460,VIC01042,FIR00738,Direct Involvement
OFF00691,VIC01395,FIR00739,Repeat Offender
OFF01894,VIC02698,FIR00740,Repeat Offender
OFF00211,VIC00397,FIR00741,Direct Involvement
OFF00603,VIC00304,FIR00742,Known Associate
OFF01777,VIC01880,FIR00743,Repeat Offender
OFF00302,VIC02418,FIR00744,Direct Involvement
OFF00043,VIC02833,FIR00745,Repeat Offender
OFF01447,VIC00171,FIR00746,Repeat Offender
OFF00810,VIC00194,FIR00747,Repeat Offender
OFF00203,VIC02564,FIR00748,Direct Involvement
OFF01180,VIC00168,FIR00749,Direct Involvement
OFF01271,VIC01881,FIR00750,Repeat Offender
OFF00012,VIC00917,FIR00751,Repeat Offender
OFF01831,VIC02667,FIR00752,Known Associate
OFF01829,VIC00452,FIR00753,Known Associate
OFF01963,VIC01646,FIR00754,Repeat Offender
OFF01199,VIC01392,FIR00755,Repeat Offender
OFF01293,VIC01541,FIR00756,Direct Involvement
OFF01937,VIC00002,FIR00757,Known Associate
OFF00683,VIC01680,FIR00758,Repeat Offender
OFF01908,VIC01537,FIR00759,Direct Involvement
OFF01686,VIC00464,FIR00760,Repeat Offender
OFF00068,VIC02856,FIR00761,Known Associate
OFF01006,VIC01198,FIR00762,Direct Involvement
OFF01709,VIC00024,FIR00763,Direct Involvement
OFF00968,VIC02225,FIR00764,Repeat Offender
OFF00076,VIC02462,FIR00765,Known Associate
OFF01221,VIC00163,FIR00766,Known Associate
OFF01872,VIC01804,FIR00767,Repeat Offender
OFF00580,VIC00633,FIR00768,Repeat Offender
OFF00904,VIC00218,FIR00769,Known Associate
OFF01606,VIC02271,FIR00770,Direct Involvement
OFF01966,VIC01258,FIR00771,Repeat Offender
OFF00186,VIC00117,FIR00772,Repeat Offender
OFF00530,VIC00128,FIR00773,Direct Involvement
OFF00510,VIC01196,FIR00774,Direct Involvement
OFF01313,VIC00004,FIR00775,Known Associate
OFF01476,VIC02584,FIR00776,Repeat Offender
OFF01191,VIC00442,FIR00777,Known Associate
OFF00706,VIC02337,FIR00778,Repeat Offender
OFF01970,VIC02352,FIR00779,Direct Involvement
OFF00336,VIC02527,FIR00780,Known Associate
OFF00817,VIC01311,FIR00781,Known Associate
OFF00953,VIC02544,FIR00782,Repeat Offender
OFF01847,VIC01788,FIR00783,Known Associate
OFF01911,VIC01204,FIR00784,Direct Involvement
OFF01373,VIC01127,FIR00785,Known Associate
OFF00305,VIC02712,FIR00786,Repeat Offender
OFF00805,VIC01429,FIR00787,Known Associate
OFF01976,VIC02051,FIR00788,Repeat Offender
OFF00711,VIC02274,FIR00789,Repeat Offender
OFF00795,VIC01492,FIR00790,Known Associate
OFF01243,VIC02184,FIR00791,Repeat Offender
OFF00375,VIC01452,FIR00792,Direct Involvement
OFF00327,VIC02312,FIR00793,Known Associate
OFF00660,VIC01786,FIR00794,Known Associate
OFF00282,VIC00846,FIR00795,Known Associate
OFF01524,VIC01891,FIR00796,Known Associate
OFF00277,VIC00335,FIR00797,Direct Involvement
OFF00618,VIC02544,FIR00798,Known Associate
OFF00979,VIC01434,FIR00799,Repeat Offender
OFF00858,VIC01725,FIR00800,Repeat Offender
OFF00361,VIC01503,FIR00801,Direct Involvement
OFF00429,VIC00694,FIR00802,Repeat Offender
OFF00560,VIC01064,FIR00803,Direct Involvement
OFF00760,VIC01642,FIR00804,Direct Involvement
OFF01964,VIC02358,FIR00805,Known Associate
OFF01885,VIC01783,FIR00806,Direct Involvement
OFF00107,VIC00102,FIR00807,Known Associate
OFF01318,VIC00371,FIR00808,Repeat Offender
OFF00522,VIC02305,FIR00809,Direct Involvement
OFF00138,VIC00188,FIR00810,Known Associate
OFF00042,VIC01581,FIR00811,Direct Involvement
OFF00619,VIC02318,FIR00812,Direct Involvement
OFF00223,VIC00119,FIR00813,Direct Involvement
OFF00772,VIC02938,FIR00814,Known Associate
OFF00109,VIC00726,FIR00815,Repeat Offender
OFF01024,VIC01149,FIR00816,Direct Involvement
OFF00026,VIC01940,FIR00817,Known Associate
OFF01534,VIC00668,FIR00818,Known Associate
OFF00071,VIC00899,FIR00819,Known Associate
OFF01882,VIC01797,FIR00820,Repeat Offender
OFF01626,VIC01258,FIR00821,Direct Involvement
OFF01137,VIC00882,FIR00822,Repeat Offender
OFF01658,VIC02107,FIR00823,Direct Involvement
OFF01614,VIC00466,FIR00824,Repeat Offender
OFF00234,VIC02254,FIR00825,Known Associate
OFF01875,VIC01251,FIR00826,Repeat Offender
OFF00612,VIC00599,FIR00827,Known Associate
OFF01444,VIC01087,FIR00828,Direct Involvement
OFF01584,VIC01173,FIR00829,Direct Involvement
OFF00198,VIC01707,FIR00830,Repeat Offender
OFF00343,VIC01692,FIR00831,Direct Involvement
OFF00932,VIC00452,FIR00832,Direct Involvement
OFF01217,VIC01651,FIR00833,Repeat Offender
OFF01143,VIC02829,FIR00834,Direct Involvement
OFF00095,VIC02249,FIR00835,Repeat Offender
OFF01444,VIC02815,FIR00836,Direct Involvement
OFF01825,VIC00832,FIR00837,Repeat Offender
OFF00325,VIC02832,FIR00838,Repeat Offender
OFF00474,VIC01599,FIR00839,Known Associate
OFF01546,VIC01098,FIR00840,Known Associate
OFF00610,VIC00363,FIR00841,Direct Involvement
OFF00913,VIC01853,FIR00842,Direct Involvement
OFF00201,VIC02610,FIR00843,Repeat Offender
OFF01550,VIC00592,FIR00844,Known Associate
OFF00644,VIC00446,FIR00845,Repeat Offender
OFF01257,VIC01002,FIR00846,Known Associate
OFF01345,VIC00145,FIR00847,Known Associate
OFF00187,VIC02394,FIR00848,Known Associate
OFF00692,VIC02031,FIR00849,Known Associate
OFF00755,VIC01029,FIR00850,Known Associate
OFF01848,VIC02340,FIR00851,Repeat Offender
OFF00824,VIC01246,FIR00852,Repeat Offender
OFF00014,VIC01624,FIR00853,Repeat Offender
OFF00346,VIC00492,FIR00854,Known Associate
OFF00620,VIC01268,FIR00855,Direct Involvement
OFF00110,VIC00989,FIR00856,Repeat Offender
OFF01554,VIC02524,FIR00857,Known Associate
OFF01649,VIC02154,FIR00858,Direct Involvement
OFF00286,VIC01795,FIR00859,Direct Involvement
OFF01592,VIC00017,FIR00860,Direct Involvement
OFF00268,VIC02186,FIR00861,Known Associate
OFF01452,VIC02017,FIR00862,Repeat Offender
OFF00805,VIC00477,FIR00863,Direct Involvement
OFF00361,VIC02292,FIR00864,Repeat Offender
OFF00732,VIC01671,FIR00865,Direct Involvement
OFF00608,VIC01685,FIR00866,Known Associate
OFF00838,VIC02127,FIR00867,Repeat Offender
OFF00192,VIC01167,FIR00868,Known Associate
OFF01637,VIC02321,FIR00869,Repeat Offender
OFF01561,VIC01079,FIR00870,Known Associate
OFF01602,VIC02924,FIR00871,Known Associate
OFF00219,VIC02045,FIR00872,Known Associate
OFF01948,VIC01289,FIR00873,Repeat Offender
OFF01079,VIC00049,FIR00874,Known Associate
OFF01641,VIC01781,FIR00875,Repeat Offender
OFF00751,VIC02209,FIR00876,Repeat Offender
OFF00737,VIC01982,FIR00877,Known Associate
OFF01999,VIC02038,FIR00878,Repeat Offender
OFF00764,VIC02753,FIR00879,Direct Involvement
OFF01866,VIC00417,FIR00880,Repeat Offender
OFF01271,VIC00967,FIR00881,Repeat Offender
OFF00807,VIC02003,FIR00882,Direct Involvement
OFF01900,VIC02524,FIR00883,Repeat Offender
OFF00221,VIC02926,FIR00884,Known Associate
OFF01636,VIC02842,FIR00885,Repeat Offender
OFF01391,VIC00870,FIR00886,Repeat Offender
OFF01092,VIC02574,FIR00887,Direct Involvement
OFF01887,VIC00306,FIR00888,Known Associate
OFF00024,VIC01431,FIR00889,Direct Involvement
OFF01275,VIC02674,FIR00890,Known Associate
OFF00499,VIC00965,FIR00891,Direct Involvement
OFF00905,VIC02521,FIR00892,Known Associate
OFF01484,VIC00256,FIR00893,Known Associate
OFF01959,VIC02168,FIR00894,Direct Involvement
OFF01931,VIC02611,FIR00895,Direct Involvement
OFF00380,VIC00426,FIR00896,Direct Involvement
OFF01861,VIC01852,FIR00897,Direct Involvement
OFF00171,VIC02214,FIR00898,Direct Involvement
OFF00424,VIC00393,FIR00899,Repeat Offender
OFF00819,VIC02092,FIR00900,Repeat Offender
OFF00219,VIC00422,FIR00901,Repeat Offender
OFF00445,VIC00377,FIR00902,Direct Involvement
OFF01408,VIC00161,FIR00903,Known Associate
OFF00339,VIC02369,FIR00904,Direct Involvement
OFF01871,VIC01934,FIR00905,Known Associate
OFF00815,VIC02052,FIR00906,Known Associate
OFF01659,VIC00369,FIR00907,Repeat Offender
OFF01233,VIC01982,FIR00908,Repeat Offender
OFF01959,VIC00869,FIR00909,Known Associate
OFF00989,VIC00807,FIR00910,Known Associate
OFF00019,VIC00615,FIR00911,Repeat Offender
OFF00905,VIC01086,FIR00912,Known Associate
OFF00100,VIC00116,FIR00913,Repeat Offender
OFF00400,VIC02446,FIR00914,Known Associate
OFF00850,VIC01609,FIR00915,Direct Involvement
OFF00050,VIC02883,FIR00916,Repeat Offender
OFF01819,VIC01185,FIR00917,Repeat Offender
OFF01700,VIC01718,FIR00918,Repeat Offender
OFF00304,VIC00386,FIR00919,Direct Involvement
OFF00388,VIC01047,FIR00920,Repeat Offender
OFF00458,VIC00908,FIR00921,Repeat Offender
OFF00187,VIC02784,FIR00922,Direct Involvement
OFF01206,VIC01439,FIR00923,Known Associate
OFF01879,VIC02182,FIR00924,Direct Involvement
OFF00926,VIC01743,FIR00925,Known Associate
OFF01568,VIC01712,FIR00926,Known Associate
OFF01927,VIC00093,FIR00927,Direct Involvement
OFF00322,VIC02591,FIR00928,Known Associate
OFF01093,VIC01951,FIR00929,Repeat Offender
OFF00475,VIC02378,FIR00930,Direct Involvement
OFF00065,VIC01881,FIR00931,Direct Involvement
OFF00821,VIC02796,FIR00932,Direct Involvement
OFF01678,VIC02240,FIR00933,Repeat Offender
OFF01240,VIC02202,FIR00934,Repeat Offender
OFF00979,VIC02493,FIR00935,Known Associate
OFF00125,VIC01132,FIR00936,Direct Involvement
OFF00546,VIC00557,FIR00937,Direct Involvement
OFF01276,VIC01655,FIR00938,Direct Involvement
OFF01670,VIC00423,FIR00939,Direct Involvement
OFF01697,VIC00857,FIR00940,Repeat Offender
OFF01891,VIC02439,FIR00941,Known Associate
OFF01049,VIC02867,FIR00942,Direct Involvement
OFF01734,VIC00712,FIR00943,Repeat Offender
OFF01980,VIC01932,FIR00944,Known Associate
OFF01662,VIC01507,FIR00945,Direct Involvement
OFF00441,VIC00720,FIR00946,Direct Involvement
OFF01235,VIC00655,FIR00947,Repeat Offender
OFF00688,VIC01166,FIR00948,Repeat Offender
OFF00306,VIC01517,FIR00949,Direct Involvement
OFF01671,VIC00685,FIR00950,Direct Involvement
OFF00598,VIC00184,FIR00951,Known Associate
OFF01723,VIC01585,FIR00952,Known Associate
OFF01465,VIC01079,FIR00953,Repeat Offender
OFF00508,VIC00851,FIR00954,Direct Involvement
OFF01639,VIC01733,FIR00955,Direct Involvement
OFF01608,VIC00256,FIR00956,Direct Involvement
OFF00079,VIC02598,FIR00957,Known Associate
OFF01274,VIC01817,FIR00958,Direct Involvement
OFF01216,VIC01322,FIR00959,Direct Involvement
OFF00863,VIC02982,FIR00960,Known Associate
OFF01651,VIC02432,FIR00961,Known Associate
OFF00762,VIC02914,FIR00962,Known Associate
OFF00429,VIC00491,FIR00963,Repeat Offender
OFF01823,VIC01678,FIR00964,Repeat Offender
OFF01706,VIC01475,FIR00965,Known Associate
OFF00405,VIC00806,FIR00966,Known Associate
OFF01978,VIC00677,FIR00967,Direct Involvement
OFF01085,VIC00721,FIR00968,Known Associate
OFF00764,VIC00589,FIR00969,Repeat Offender
OFF01767,VIC02530,FIR00970,Known Associate
OFF01859,VIC02042,FIR00971,Direct Involvement
OFF01663,VIC00446,FIR00972,Direct Involvement
OFF01654,VIC02089,FIR00973,Known Associate
OFF01015,VIC02076,FIR00974,Direct Involvement
OFF00763,VIC02928,FIR00975,Known Associate
OFF00772,VIC02801,FIR00976,Repeat Offender
OFF01152,VIC02115,FIR00977,Direct Involvement
OFF01848,VIC01037,FIR00978,Repeat Offender
OFF00246,VIC02301,FIR00979,Direct Involvement
OFF00149,VIC02783,FIR00980,Repeat Offender
OFF00849,VIC01342,FIR00981,Repeat Offender
OFF00410,VIC02074,FIR00982,Repeat Offender
OFF01742,VIC01403,FIR00983,Direct Involvement
OFF01856,VIC01726,FIR00984,Direct Involvement
OFF00456,VIC00763,FIR00985,Direct Involvement
OFF01210,VIC01053,FIR00986,Repeat Offender
OFF01386,VIC01642,FIR00987,Repeat Offender
OFF01787,VIC02265,FIR00988,Repeat Offender
OFF01273,VIC01771,FIR00989,Known Associate
OFF00686,VIC00651,FIR00990,Known Associate
OFF01794,VIC00220,FIR00991,Direct Involvement
OFF00206,VIC00945,FIR00992,Direct Involvement
OFF00735,VIC00749,FIR00993,Direct Involvement
OFF00897,VIC01145,FIR00994,Repeat Offender
OFF01295,VIC00950,FIR00995,Direct Involvement
OFF01538,VIC00196,FIR00996,Known Associate
OFF00623,VIC00420,FIR00997,Direct Involvement
OFF00353,VIC02161,FIR00998,Direct Involvement
OFF00437,VIC02015,FIR00999,Direct Involvement
OFF01451,VIC00260,FIR01000,Repeat Offender
OFF00799,VIC00574,FIR01001,Repeat Offender
OFF00695,VIC01337,FIR01002,Repeat Offender
OFF01321,VIC02824,FIR01003,Direct Involvement
OFF00544,VIC01793,FIR01004,Known Associate
OFF00180,VIC00075,FIR01005,Repeat Offender
OFF01596,VIC02051,FIR01006,Repeat Offender
OFF00253,VIC00942,FIR01007,Known Associate
OFF01877,VIC02469,FIR01008,Repeat Offender
OFF00529,VIC02517,FIR01009,Repeat Offender
OFF00188,VIC00582,FIR01010,Known Associate
OFF00681,VIC01661,FIR01011,Repeat Offender
OFF01190,VIC00322,FIR01012,Direct Involvement
OFF00760,VIC01414,FIR01013,Direct Involvement
OFF01981,VIC00366,FIR01014,Known Associate
OFF00651,VIC02221,FIR01015,Known Associate
OFF01032,VIC00215,FIR01016,Repeat Offender
OFF01287,VIC01484,FIR01017,Known Associate
OFF01586,VIC02438,FIR01018,Known Associate
OFF00470,VIC00306,FIR01019,Repeat Offender
OFF01890,VIC01711,FIR01020,Repeat Offender
OFF01113,VIC01574,FIR01021,Repeat Offender
OFF01424,VIC02722,FIR01022,Known Associate
OFF00708,VIC02426,FIR01023,Known Associate
