FIR_ID,Crime_Type,Date,District,Police_Station,Location_ID,Status,Offender_ID,Victim_ID
FIR00262,Financial Fraud,2022-05-30,Udupi,North PS,LOC060,Closed,OFF01785,VIC01910
FIR00263,Drug Offense,2024-07-17,Kalaburagi,North PS,LOC006,Open,OFF00178,VIC00828
FIR00264,Assault,2024-12-04,Chikkamagaluru,East PS,LOC080,Under Investigation,OFF00158,VIC00276
FIR00265,Drug Offense,2025-08-07,Hassan,West PS,LOC094,Under Investigation,OFF00381,VIC00426
FIR00266,Financial Fraud,2022-04-14,Mangaluru,East PS,LOC057,Closed,OFF01050,VIC00501
FIR00267,Cyber Crime,2025-07-29,Shivamogga,Traffic PS,LOC016,Closed,OFF01742,VIC01704
FIR00268,Vehicle Theft,2024-10-11,Chikkamagaluru,East PS,LOC003,Closed,OFF01237,VIC02307
FIR00269,Drug Offense,2023-07-31,Hassan,East PS,LOC055,Open,OFF00803,VIC01386
FIR00270,Burglary,2024-07-08,Ballari,Rural PS,LOC066,Under Investigation,OFF01214,VIC02137
FIR00271,Kidnapping,2024-04-23,Vijayapura,South PS,LOC086,Open,OFF00523,VIC00438
FIR00272,Fraud,2022-10-08,Davanagere,Central PS,LOC048,Open,OFF01368,VIC02550
FIR00273,Financial Fraud,2022-07-08,Belagavi,Cyber PS,LOC053,Closed,OFF01655,VIC00573
FIR00274,Vehicle Theft,2025-07-04,Chikkamagaluru,East PS,LOC074,Closed,OFF00715,VIC01212
FIR00275,Murder,2022-11-26,Belagavi,Traffic PS,LOC010,Under Investigation,OFF01646,VIC02853
FIR00276,Cyber Crime,2022-05-17,Kalaburagi,North PS,LOC052,Open,OFF00949,VIC00415
FIR00277,Kidnapping,2024-12-09,Davanagere,Rural PS,LOC011,Under Investigation,OFF01698,VIC01264
FIR00278,Assault,2022-05-18,Vijayapura,North PS,LOC096,Open,OFF01445,VIC00896
FIR00279,Assault,2024-07-18,Bengaluru Urban,East PS,LOC054,Open,OFF01515,VIC00733
FIR00280,Fraud,2023-10-06,Chikkamagaluru,East PS,LOC074,Under Investigation,OFF01143,VIC02901
FIR00281,Fraud,2023-02-19,Vijayapura,South PS,LOC086,Closed,OFF00607,VIC02231
FIR00282,Domestic Violence,2024-08-14,Chikkamagaluru,Rural PS,LOC051,Open,OFF01641,VIC00085
FIR00283,Assault,2022-01-22,Hassan,Central PS,LOC021,Open,OFF01022,VIC01349
FIR00284,Robbery,2022-07-28,Kalaburagi,North PS,LOC052,Under Investigation,OFF00665,VIC02823
FIR00285,Drug Offense,2022-01-01,Ballari,Cyber PS,LOC026,Open,OFF00454,VIC00674
FIR00286,Assault,2024-05-14,Hubballi-Dharwad,West PS,LOC076,Under Investigation,OFF00649,VIC02016
FIR00287,Burglary,2023-10-13,Hubballi-Dharwad,West PS,LOC034,Closed,OFF01345,VIC02677
FIR00288,Murder,2025-01-23,Vijayapura,South PS,LOC083,Closed,OFF00991,VIC01231
FIR00289,Assault,2022-09-06,Mangaluru,East PS,LOC057,Open,OFF00989,VIC01959
FIR00290,Kidnapping,2022-06-02,Udupi,North PS,LOC015,Under Investigation,OFF01458,VIC00864
FIR00291,Cyber Crime,2023-09-21,Bengaluru Rural,Cyber PS,LOC097,Under Investigation,OFF01074,VIC02853
FIR00292,Murder,2022-12-12,Vijayapura,South PS,LOC083,Closed,OFF01507,VIC00524
FIR00293,Drug Offense,2022-10-16,Kalaburagi,East PS,LOC029,Closed,OFF00392,VIC01184
FIR00294,Robbery,2022-03-30,Hubballi-Dharwad,North PS,LOC082,Closed,OFF01240,VIC02843
FIR00295,Theft,2023-08-07,Mangaluru,West PS,LOC036,Open,OFF00141,VIC00500
FIR00296,Kidnapping,2023-02-24,Davanagere,Rural PS,LOC011,Closed,OFF00982,VIC01400
FIR00297,Vehicle Theft,2024-03-26,Kalaburagi,North PS,LOC043,Under Investigation,OFF00665,VIC00303
FIR00298,Vehicle Theft,2022-10-18,Chikkamagaluru,North PS,LOC077,Under Investigation,OFF01526,VIC00195
FIR00299,Domestic Violence,2025-09-28,Ballari,North PS,LOC047,Open,OFF00513,VIC01344
FIR00300,Theft,2022-06-03,Vijayapura,Traffic PS,LOC045,Open,OFF01943,VIC01717
FIR00301,Vehicle Theft,2022-07-08,Hassan,Central PS,LOC037,Under Investigation,OFF00320,VIC00565
FIR00302,Robbery,2023-01-09,Mangaluru,East PS,LOC091,Under Investigation,OFF00046,VIC01215
FIR00303,Domestic Violence,2023-06-19,Chikkamagaluru,East PS,LOC074,Closed,OFF00048,VIC01521
FIR00304,Domestic Violence,2025-03-18,Kalaburagi,North PS,LOC043,Closed,OFF01719,VIC01114
FIR00305,Financial Fraud,2024-10-03,Chikkamagaluru,Rural PS,LOC051,Under Investigation,OFF01031,VIC01231
FIR00306,Assault,2024-06-15,Ballari,Rural PS,LOC066,Closed,OFF01326,VIC01338
FIR00307,Assault,2025-01-09,Bengaluru Rural,North PS,LOC046,Open,OFF00471,VIC02888
FIR00308,Domestic Violence,2022-12-29,Belagavi,Cyber PS,LOC022,Under Investigation,OFF00310,VIC02387
FIR00309,Theft,2024-04-16,Shivamogga,Central PS,LOC033,Closed,OFF01715,VIC00969
FIR00310,Vehicle Theft,2025-03-18,Ballari,East PS,LOC075,Under Investigation,OFF01914,VIC02683
FIR00311,Financial Fraud,2024-10-06,Ballari,Rural PS,LOC066,Under Investigation,OFF00505,VIC01441
FIR00312,Drug Offense,2025-07-27,Shivamogga,South PS,LOC063,Closed,OFF01567,VIC01419
FIR00313,Vehicle Theft,2022-09-01,Mangaluru,Cyber PS,LOC061,Closed,OFF00435,VIC02423
FIR00314,Drug Offense,2022-05-06,Vijayapura,Traffic PS,LOC045,Closed,OFF01619,VIC01746
FIR00315,Domestic Violence,2024-04-09,Udupi,Traffic PS,LOC049,Open,OFF01227,VIC02068
FIR00316,Theft,2024-01-18,Kalaburagi,East PS,LOC012,Closed,OFF01647,VIC02903
FIR00317,Robbery,2022-10-22,Kalaburagi,North PS,LOC006,Under Investigation,OFF01606,VIC01028
FIR00318,Assault,2023-01-05,Kalaburagi,Traffic PS,LOC008,Under Investigation,OFF00467,VIC00502
FIR00319,Kidnapping,2023-11-03,Vijayapura,South PS,LOC083,Open,OFF01971,VIC02208
FIR00320,Kidnapping,2024-03-16,Mangaluru,West PS,LOC036,Under Investigation,OFF00078,VIC02241
FIR00321,Fraud,2022-01-31,Udupi,Central PS,LOC007,Under Investigation,OFF00602,VIC02758
FIR00322,Kidnapping,2022-08-03,Vijayapura,South PS,LOC073,Closed,OFF00131,VIC00474
FIR00323,Burglary,2025-03-12,Vijayapura,North PS,LOC096,Under Investigation,OFF01934,VIC02446
FIR00324,Kidnapping,2024-12-06,Hassan,Rural PS,LOC064,Open,OFF00264,VIC02959
FIR00325,Burglary,2025-03-14,Davanagere,Central PS,LOC048,Closed,OFF01325,VIC01784
FIR00326,Vehicle Theft,2024-03-25,Ballari,East PS,LOC075,Under Investigation,OFF00861,VIC00236
FIR00327,Murder,2025-02-15,Udupi,Central PS,LOC007,Under Investigation,OFF01392,VIC01900
FIR00328,Assault,2023-07-04,Chikkamagaluru,East PS,LOC080,Closed,OFF01295,VIC01195
FIR00329,Domestic Violence,2025-06-01,Udupi,North PS,LOC060,Closed,OFF01393,VIC00760
FIR00330,Burglary,2022-02-03,Udupi,North PS,LOC060,Open,OFF01377,VIC00805
FIR00331,Theft,2023-11-09,Bengaluru Rural,Cyber PS,LOC097,Under Investigation,OFF00523,VIC01073
FIR00332,Kidnapping,2023-04-16,Shivamogga,Traffic PS,LOC016,Under Investigation,OFF01534,VIC01670
FIR00333,Financial Fraud,2025-05-10,Hassan,Traffic PS,LOC009,Under Investigation,OFF01883,VIC01016
FIR00334,Cyber Crime,2024-11-05,Bengaluru Rural,North PS,LOC046,Under Investigation,OFF00815,VIC00100
FIR00335,Murder,2023-09-03,Davanagere,Central PS,LOC048,Closed,OFF00152,VIC02308
FIR00336,Domestic Violence,2025-06-02,Chikkamagaluru,Central PS,LOC084,Under Investigation,OFF00820,VIC01299
FIR00337,Kidnapping,2022-05-16,Hassan,Rural PS,LOC064,Open,OFF01906,VIC01393
FIR00338,Vehicle Theft,2023-12-12,Mysuru,Central PS,LOC067,Under Investigation,OFF01985,VIC00468
FIR00339,Vehicle Theft,2024-11-05,Belagavi,Cyber PS,LOC053,Open,OFF00688,VIC02439
FIR00340,Vehicle Theft,2025-09-03,Davanagere,South PS,LOC025,Open,OFF01498,VIC02892
FIR00341,Assault,2023-01-02,Chikkamagaluru,East PS,LOC080,Under Investigation,OFF01466,VIC02470
FIR00342,Drug Offense,2024-07-05,Mangaluru,West PS,LOC036,Closed,OFF00425,VIC02817
FIR00343,Kidnapping,2025-01-09,Ballari,Traffic PS,LOC023,Open,OFF00765,VIC02734
FIR00344,Vehicle Theft,2025-06-14,Hassan,West PS,LOC041,Closed,OFF00730,VIC02514
FIR00345,Murder,2022-06-09,Chikkamagaluru,North PS,LOC093,Open,OFF01180,VIC02753
FIR00346,Kidnapping,2025-07-09,Chikkamagaluru,East PS,LOC080,Closed,OFF01769,VIC02664
FIR00347,Domestic Violence,2025-06-04,Hubballi-Dharwad,West PS,LOC034,Closed,OFF01510,VIC02396
FIR00348,Burglary,2025-01-14,Shivamogga,Traffic PS,LOC016,Under Investigation,OFF00656,VIC00446
FIR00349,Domestic Violence,2024-06-12,Ballari,Traffic PS,LOC023,Closed,OFF01837,VIC01950
FIR00350,Burglary,2022-11-12,Chikkamagaluru,Rural PS,LOC024,Closed,OFF01449,VIC00493
FIR00351,Assault,2025-03-27,Chikkamagaluru,Central PS,LOC084,Closed,OFF01766,VIC02677
FIR00352,Kidnapping,2022-03-20,Ballari,Traffic PS,LOC013,Under Investigation,OFF00361,VIC00701
FIR00353,Domestic Violence,2025-10-27,Hubballi-Dharwad,Traffic PS,LOC032,Open,OFF01115,VIC01079
FIR00354,Burglary,2025-08-10,Davanagere,North PS,LOC020,Under Investigation,OFF00700,VIC02768
FIR00355,Fraud,2023-05-02,Vijayapura,Rural PS,LOC050,Open,OFF00661,VIC00623
FIR00356,Theft,2023-07-06,Udupi,Central PS,LOC007,Under Investigation,OFF00969,VIC02375
FIR00357,Drug Offense,2024-03-10,Bengaluru Urban,East PS,LOC054,Under Investigation,OFF01384,VIC01862
FIR00358,Kidnapping,2023-11-11,Bengaluru Rural,East PS,LOC081,Closed,OFF01659,VIC02570
FIR00359,Theft,2022-03-20,Kalaburagi,North PS,LOC006,Under Investigation,OFF00011,VIC02804
FIR00360,Cyber Crime,2022-12-10,Chikkamagaluru,North PS,LOC093,Under Investigation,OFF00005,VIC00039
FIR00361,Fraud,2023-12-03,Mangaluru,East PS,LOC091,Closed,OFF00358,VIC01343
FIR00362,Domestic Violence,2023-01-09,Vijayapura,South PS,LOC017,Closed,OFF01200,VIC02297
FIR00363,Drug Offense,2025-04-30,Mangaluru,Central PS,LOC070,Open,OFF00787,VIC02703
FIR00364,Murder,2023-12-24,Ballari,West PS,LOC089,Closed,OFF01169,VIC00869
FIR00365,Assault,2025-07-31,Mangaluru,East PS,LOC091,Under Investigation,OFF01532,VIC02367
FIR00366,Domestic Violence,2025-10-31,Chikkamagaluru,North PS,LOC093,Under Investigation,OFF01284,VIC01597
FIR00367,Drug Offense,2023-07-06,Bengaluru Urban,East PS,LOC031,Open,OFF01576,VIC01544
FIR00368,Murder,2025-01-23,Bengaluru Rural,Cyber PS,LOC097,Open,OFF01281,VIC01896
FIR00369,Burglary,2024-04-09,Udupi,South PS,LOC078,Closed,OFF00282,VIC01146
FIR00370,Fraud,2025-10-25,Hassan,Central PS,LOC037,Open,OFF01420,VIC02055
FIR00371,Financial Fraud,2023-11-23,Kalaburagi,North PS,LOC052,Closed,OFF00663,VIC00238
FIR00372,Drug Offense,2023-12-05,Kalaburagi,East PS,LOC012,Open,OFF00160,VIC00840
FIR00373,Drug Offense,2022-12-18,Tumakuru,West PS,LOC042,Under Investigation,OFF00641,VIC02389
FIR00374,Fraud,2023-04-01,Hassan,Central PS,LOC037,Under Investigation,OFF00504,VIC02245
FIR00375,Robbery,2024-01-28,Bengaluru Urban,North PS,LOC014,Open,OFF00912,VIC01808
FIR00376,Domestic Violence,2022-08-06,Vijayapura,South PS,LOC086,Under Investigation,OFF01502,VIC00407
FIR00377,Fraud,2024-01-27,Kalaburagi,Traffic PS,LOC008,Open,OFF01834,VIC01437
FIR00378,Domestic Violence,2024-09-29,Belagavi,Cyber PS,LOC053,Closed,OFF01082,VIC02075
FIR00379,Fraud,2025-02-18,Kalaburagi,East PS,LOC012,Open,OFF00473,VIC02846
FIR00380,Vehicle Theft,2023-10-19,Davanagere,Rural PS,LOC011,Under Investigation,OFF00377,VIC00268
FIR00381,Assault,2023-06-20,Chikkamagaluru,East PS,LOC003,Open,OFF00445,VIC02141
FIR00382,Kidnapping,2023-09-20,Ballari,Traffic PS,LOC023,Under Investigation,OFF01656,VIC00973
FIR00383,Domestic Violence,2025-10-15,Vijayapura,South PS,LOC073,Under Investigation,OFF01540,VIC01759
FIR00384,Vehicle Theft,2022-08-20,Ballari,East PS,LOC075,Under Investigation,OFF01410,VIC01769
FIR00385,Theft,2022-12-04,Vijayapura,East PS,LOC001,Open,OFF00554,VIC01488
FIR00386,Murder,2023-11-15,Chikkamagaluru,East PS,LOC003,Open,OFF00709,VIC00258
FIR00387,Robbery,2022-03-19,Bengaluru Rural,Cyber PS,LOC097,Closed,OFF00635,VIC00820
FIR00388,Cyber Crime,2024-03-18,Bengaluru Urban,East PS,LOC031,Open,OFF00981,VIC02143
FIR00389,Vehicle Theft,2023-08-25,Chikkamagaluru,East PS,LOC003,Open,OFF01464,VIC02472
FIR00390,Assault,2023-11-03,Bengaluru Rural,North PS,LOC004,Open,OFF01169,VIC01841
FIR00391,Fraud,2022-12-22,Ballari,North PS,LOC047,Under Investigation,OFF00314,VIC02431
FIR00392,Vehicle Theft,2024-05-09,Davanagere,South PS,LOC025,Under Investigation,OFF01682,VIC02970
FIR00393,Assault,2022-07-19,Udupi,Central PS,LOC007,Closed,OFF01145,VIC02686
FIR00394,Theft,2023-10-12,Hubballi-Dharwad,North PS,LOC039,Open,OFF01046,VIC00744
FIR00395,Burglary,2023-06-29,Ballari,Cyber PS,LOC026,Under Investigation,OFF00765,VIC00703
FIR00396,Cyber Crime,2022-08-12,Ballari,Cyber PS,LOC026,Open,OFF01085,VIC01092
FIR00397,Burglary,2023-12-26,Chikkamagaluru,North PS,LOC093,Closed,OFF00321,VIC01536
FIR00398,Domestic Violence,2025-06-14,Hassan,Rural PS,LOC064,Open,OFF01425,VIC00056
FIR00399,Domestic Violence,2025-04-26,Hubballi-Dharwad,North PS,LOC039,Closed,OFF01947,VIC00332
FIR00400,Murder,2022-05-04,Udupi,Central PS,LOC059,Under Investigation,OFF00110,VIC00748
FIR00401,Theft,2024-09-05,Hassan,West PS,LOC094,Closed,OFF00935,VIC02254
FIR00402,Assault,2022-09-23,Mangaluru,Central PS,LOC070,Under Investigation,OFF01052,VIC02966
FIR00403,Fraud,2025-02-16,Davanagere,North PS,LOC020,Closed,OFF00168,VIC02823
FIR00404,Fraud,2022-10-08,Mangaluru,Cyber PS,LOC061,Under Investigation,OFF01883,VIC00604
FIR00405,Theft,2024-05-02,Chikkamagaluru,Rural PS,LOC051,Closed,OFF01276,VIC00795
FIR00406,Drug Offense,2024-11-03,Hubballi-Dharwad,Central PS,LOC085,Closed,OFF01208,VIC01480
FIR00407,Cyber Crime,2024-06-24,Bengaluru Rural,Traffic PS,LOC038,Closed,OFF00117,VIC02542
FIR00408,Vehicle Theft,2022-10-11,Mangaluru,Cyber PS,LOC069,Under Investigation,OFF01147,VIC02974
FIR00409,Fraud,2024-11-10,Belagavi,Cyber PS,LOC022,Under Investigation,OFF01554,VIC02931
FIR00410,Domestic Violence,2023-07-27,Tumakuru,North PS,LOC005,Under Investigation,OFF01508,VIC02600
FIR00411,Drug Offense,2025-04-19,Hassan,Traffic PS,LOC009,Closed,OFF01053,VIC00290
FIR00412,Cyber Crime,2025-06-10,Ballari,West PS,LOC089,Open,OFF00016,VIC00752
FIR00413,Cyber Crime,2022-09-21,Hassan,Traffic PS,LOC009,Under Investigation,OFF00663,VIC02639
FIR00414,Financial Fraud,2022-06-19,Hubballi-Dharwad,North PS,LOC039,Closed,OFF00015,VIC01953
FIR00415,Burglary,2022-02-22,Udupi,Central PS,LOC007,Open,OFF01410,VIC02823
FIR00416,Burglary,2022-03-29,Tumakuru,West PS,LOC042,Closed,OFF01613,VIC02964
FIR00417,Assault,2025-08-02,Mangaluru,Cyber PS,LOC061,Under Investigation,OFF01811,VIC00651
FIR00418,Robbery,2023-04-21,Chikkamagaluru,Rural PS,LOC051,Open,OFF00669,VIC02692
FIR00419,Robbery,2025-08-09,Kalaburagi,East PS,LOC029,Closed,OFF01647,VIC01826
FIR00420,Assault,2022-05-22,Bengaluru Rural,East PS,LOC081,Open,OFF01550,VIC00540
FIR00421,Vehicle Theft,2023-11-28,Bengaluru Urban,East PS,LOC054,Open,OFF01390,VIC02299
FIR00422,Kidnapping,2023-02-22,Mangaluru,Cyber PS,LOC061,Under Investigation,OFF01285,VIC01532
FIR00423,Financial Fraud,2025-02-11,Davanagere,Traffic PS,LOC095,Open,OFF01261,VIC02297
FIR00424,Cyber Crime,2022-07-25,Bengaluru Urban,North PS,LOC014,Closed,OFF01653,VIC01728
FIR00425,Domestic Violence,2024-11-30,Davanagere,Traffic PS,LOC072,Under Investigation,OFF00395,VIC01383
FIR00426,Murder,2024-03-01,Davanagere,Traffic PS,LOC095,Under Investigation,OFF00840,VIC02111
FIR00427,Burglary,2024-10-01,Davanagere,Traffic PS,LOC095,Closed,OFF01228,VIC02688
FIR00428,Drug Offense,2023-03-31,Belagavi,Traffic PS,LOC010,Closed,OFF00745,VIC01688
FIR00429,Financial Fraud,2024-06-22,Chikkamagaluru,East PS,LOC074,Closed,OFF01567,VIC01510
FIR00430,Burglary,2024-04-26,Belagavi,Central PS,LOC090,Under Investigation,OFF01935,VIC00747
FIR00431,Fraud,2022-09-23,Shivamogga,Traffic PS,LOC016,Under Investigation,OFF01844,VIC00744
FIR00432,Fraud,2022-12-10,Bengaluru Rural,Traffic PS,LOC038,Closed,OFF00284,VIC02873
FIR00433,Domestic Violence,2022-05-23,Chikkamagaluru,Rural PS,LOC051,Open,OFF01737,VIC02824
FIR00434,Robbery,2025-01-17,Bengaluru Urban,East PS,LOC054,Under Investigation,OFF01125,VIC01908
FIR00435,Robbery,2023-01-25,Kalaburagi,East PS,LOC012,Open,OFF00779,VIC02427
FIR00436,Burglary,2025-05-27,Kalaburagi,North PS,LOC006,Under Investigation,OFF01031,VIC02603
FIR00437,Cyber Crime,2025-07-07,Bengaluru Urban,North PS,LOC014,Under Investigation,OFF01619,VIC00092
FIR00438,Drug Offense,2022-05-01,Davanagere,North PS,LOC044,Under Investigation,OFF00744,VIC01252
FIR00439,Domestic Violence,2022-07-04,Vijayapura,North PS,LOC096,Open,OFF00057,VIC01080
FIR00440,Vehicle Theft,2023-06-22,Bengaluru Urban,Central PS,LOC065,Open,OFF00266,VIC01991
FIR00441,Vehicle Theft,2025-02-06,Udupi,North PS,LOC060,Closed,OFF01156,VIC01897
FIR00442,Burglary,2024-12-26,Ballari,West PS,LOC089,Closed,OFF01612,VIC01920
FIR00443,Financial Fraud,2024-11-28,Chikkamagaluru,Rural PS,LOC051,Open,OFF01932,VIC01550
FIR00444,Burglary,2024-07-22,Shivamogga,Cyber PS,LOC019,Open,OFF00909,VIC00304
FIR00445,Vehicle Theft,2024-09-10,Hubballi-Dharwad,North PS,LOC099,Closed,OFF00736,VIC01530
FIR00446,Domestic Violence,2024-01-14,Mangaluru,Cyber PS,LOC069,Under Investigation,OFF01968,VIC00160
FIR00447,Burglary,2024-09-17,Bengaluru Urban,North PS,LOC014,Closed,OFF00716,VIC01761
FIR00448,Theft,2025-03-15,Ballari,East PS,LOC075,Closed,OFF00119,VIC00800
FIR00449,Robbery,2025-06-20,Udupi,Central PS,LOC059,Under Investigation,OFF00546,VIC00022
FIR00450,Drug Offense,2024-07-17,Chikkamagaluru,North PS,LOC077,Under Investigation,OFF00066,VIC00698
FIR00451,Financial Fraud,2023-05-09,Hassan,West PS,LOC041,Open,OFF00927,VIC02930
FIR00452,Domestic Violence,2022-04-19,Bengaluru Urban,East PS,LOC054,Open,OFF01442,VIC01722
FIR00453,Robbery,2024-06-19,Chikkamagaluru,Rural PS,LOC051,Under Investigation,OFF00692,VIC00495
FIR00454,Robbery,2022-12-26,Davanagere,Traffic PS,LOC072,Closed,OFF00341,VIC02698
FIR00455,Assault,2023-03-17,Davanagere,North PS,LOC044,Closed,OFF00541,VIC02644
FIR00456,Murder,2023-03-21,Bengaluru Rural,West PS,LOC028,Under Investigation,OFF01744,VIC00955
FIR00457,Theft,2023-01-17,Hassan,West PS,LOC041,Closed,OFF00433,VIC00071
FIR00458,Burglary,2022-12-20,Hassan,East PS,LOC055,Under Investigation,OFF00959,VIC02097
FIR00459,Assault,2025-06-13,Ballari,West PS,LOC089,Under Investigation,OFF01449,VIC02704
FIR00460,Robbery,2022-12-17,Ballari,Cyber PS,LOC026,Under Investigation,OFF01281,VIC02315
FIR00461,Kidnapping,2023-11-01,Mangaluru,West PS,LOC002,Under Investigation,OFF00281,VIC02696
FIR00462,Cyber Crime,2025-08-04,Davanagere,Cyber PS,LOC087,Open,OFF00290,VIC02846
FIR00463,Burglary,2025-02-01,Ballari,Traffic PS,LOC013,Open,OFF00361,VIC00443
FIR00464,Kidnapping,2023-10-28,Vijayapura,Central PS,LOC079,Closed,OFF00194,VIC00701
FIR00465,Murder,2023-05-16,Belagavi,Cyber PS,LOC022,Under Investigation,OFF00373,VIC01585
FIR00466,Domestic Violence,2023-10-18,Hassan,West PS,LOC041,Closed,OFF00558,VIC01574
FIR00467,Robbery,2024-05-05,Mangaluru,East PS,LOC091,Closed,OFF00310,VIC02473
FIR00468,Vehicle Theft,2025-08-13,Chikkamagaluru,East PS,LOC074,Under Investigation,OFF00930,VIC02677
FIR00469,Assault,2024-10-06,Hubballi-Dharwad,North PS,LOC039,Open,OFF01663,VIC02599
FIR00470,Assault,2023-08-17,Udupi,Traffic PS,LOC049,Open,OFF00921,VIC01994
FIR00471,Cyber Crime,2023-11-13,Bengaluru Urban,Central PS,LOC065,Closed,OFF00779,VIC00582
FIR00472,Murder,2024-10-17,Davanagere,Cyber PS,LOC087,Under Investigation,OFF01997,VIC02896
FIR00473,Burglary,2022-08-27,Bengaluru Rural,West PS,LOC028,Closed,OFF01605,VIC00046
FIR00474,Vehicle Theft,2025-04-07,Mangaluru,Central PS,LOC070,Open,OFF00580,VIC02809
FIR00475,Burglary,2025-03-15,Hassan,Central PS,LOC037,Closed,OFF00563,VIC02917
FIR00476,Theft,2022-11-28,Ballari,East PS,LOC075,Closed,OFF00103,VIC00773
FIR00477,Murder,2025-09-27,Shivamogga,West PS,LOC056,Closed,OFF00987,VIC01913
FIR00478,Financial Fraud,2024-10-16,Vijayapura,Central PS,LOC079,Open,OFF00131,VIC01054
FIR00479,Financial Fraud,2024-10-01,Chikkamagaluru,East PS,LOC080,Closed,OFF01897,VIC00875
FIR00480,Domestic Violence,2025-04-01,Kalaburagi,Traffic PS,LOC100,Under Investigation,OFF01489,VIC02270
FIR00481,Burglary,2022-09-25,Shivamogga,South PS,LOC030,Open,OFF00060,VIC02447
FIR00482,Burglary,2022-07-21,Belagavi,Central PS,LOC090,Closed,OFF01322,VIC01457
FIR00483,Domestic Violence,2022-04-22,Mangaluru,West PS,LOC036,Open,OFF01359,VIC01755
FIR00484,Theft,2022-03-19,Davanagere,Central PS,LOC048,Closed,OFF01846,VIC01014
FIR00485,Murder,2024-09-28,Chikkamagaluru,Central PS,LOC084,Under Investigation,OFF00370,VIC01033
FIR00486,Domestic Violence,2024-11-28,Bengaluru Rural,East PS,LOC040,Under Investigation,OFF01295,VIC01732
FIR00487,Fraud,2024-06-16,Bengaluru Rural,West PS,LOC028,Under Investigation,OFF00598,VIC01830
FIR00488,Kidnapping,2024-02-02,Bengaluru Rural,North PS,LOC004,Under Investigation,OFF01346,VIC02365
FIR00489,Assault,2023-01-14,Kalaburagi,North PS,LOC052,Under Investigation,OFF00286,VIC02976
FIR00490,Theft,2024-03-18,Kalaburagi,North PS,LOC052,Open,OFF00501,VIC02264
FIR00491,Cyber Crime,2022-02-05,Davanagere,Central PS,LOC048,Closed,OFF00699,VIC00338
FIR00492,Kidnapping,2024-03-05,Hubballi-Dharwad,Central PS,LOC085,Open,OFF01279,VIC00347
FIR00493,Fraud,2025-03-21,Mysuru,East PS,LOC068,Open,OFF01781,VIC00733
FIR00494,Fraud,2022-05-17,Hubballi-Dharwad,North PS,LOC082,Open,OFF00329,VIC01248
FIR00495,Robbery,2025-03-14,Bengaluru Rural,Cyber PS,LOC097,Open,OFF00396,VIC00686
FIR00496,Murder,2025-08-09,Mysuru,Rural PS,LOC027,Open,OFF01882,VIC01416
FIR00497,Financial Fraud,2025-04-16,Udupi,North PS,LOC015,Closed,OFF01407,VIC01362
FIR00498,Robbery,2022-02-19,Ballari,Traffic PS,LOC071,Closed,OFF01343,VIC02920
FIR00499,Cyber Crime,2024-09-05,Vijayapura,Rural PS,LOC050,Under Investigation,OFF00452,VIC00287
FIR00500,Assault,2024-11-13,Chikkamagaluru,Central PS,LOC084,Open,OFF01759,VIC00594
FIR00501,Theft,2023-02-07,Davanagere,South PS,LOC025,Under Investigation,OFF01301,VIC02649
FIR00502,Robbery,2024-08-20,Hubballi-Dharwad,North PS,LOC099,Open,OFF00585,VIC01076
FIR00503,Vehicle Theft,2025-04-30,Hassan,Central PS,LOC037,Open,OFF00610,VIC01396
FIR00504,Burglary,2022-08-24,Davanagere,Traffic PS,LOC095,Closed,OFF00214,VIC01409
FIR00505,Burglary,2025-07-20,Udupi,Traffic PS,LOC049,Under Investigation,OFF01781,VIC02281
FIR00506,Assault,2022-08-25,Vijayapura,South PS,LOC073,Open,OFF00343,VIC00707
FIR00507,Drug Offense,2024-07-31,Bengaluru Urban,East PS,LOC031,Closed,OFF00100,VIC00063
FIR00508,Theft,2022-10-13,Vijayapura,South PS,LOC017,Open,OFF00447,VIC01239
FIR00509,Robbery,2025-10-11,Tumakuru,East PS,LOC058,Open,OFF01207,VIC01243
FIR00510,Drug Offense,2024-02-23,Shivamogga,South PS,LOC030,Open,OFF00197,VIC02787
FIR00511,Theft,2023-01-06,Shivamogga,South PS,LOC063,Open,OFF00452,VIC00865
FIR00512,Vehicle Theft,2022-03-07,Hubballi-Dharwad,North PS,LOC082,Open,OFF01111,VIC01069
FIR00513,Kidnapping,2023-12-04,Bengaluru Rural,West PS,LOC028,Under Investigation,OFF00994,VIC01185
FIR00514,Assault,2024-06-15,Davanagere,Central PS,LOC048,Open,OFF01806,VIC01975
FIR00515,Theft,2023-03-15,Ballari,Rural PS,LOC066,Closed,OFF00812,VIC01774
FIR00516,Drug Offense,2023-01-30,Davanagere,Cyber PS,LOC087,Closed,OFF01578,VIC02233
FIR00517,Domestic Violence,2023-03-03,Hubballi-Dharwad,North PS,LOC099,Open,OFF00796,VIC00203
